年份,科目,地区,高考模式,改革起始年,卷别性质,范围,卷型,状态,试卷路径,Markdown路径,听力路径,OCR方式,识别页数
2008,数学,内蒙古,老高考,2025,全国卷,common,内蒙古卷,done,../papers/2008/数学/全国/内蒙古卷/2008_数学_内蒙古卷_原卷.pdf,../papers/2008/数学/全国/内蒙古卷/2008_数学_内蒙古卷_OCR与考点.md,,pypdf,4
2008,数学,辽宁,老高考,2021,地方/区域卷,local,辽宁卷,done,../papers/2008/数学/辽宁/辽宁卷/2008_数学_辽宁卷_原卷.pdf,../papers/2008/数学/辽宁/辽宁卷/2008_数学_辽宁卷_OCR与考点.md,,pypdf,4
2008,数学,吉林,老高考,2024,全国卷,common,吉林卷,done,../papers/2008/数学/全国/吉林卷/2008_数学_吉林卷_原卷.pdf,../papers/2008/数学/全国/吉林卷/2008_数学_吉林卷_OCR与考点.md,,pypdf,4
2008,数学,黑龙江,老高考,2024,全国卷,common,黑龙江卷,done,../papers/2008/数学/全国/黑龙江卷/2008_数学_黑龙江卷_原卷.pdf,../papers/2008/数学/全国/黑龙江卷/2008_数学_黑龙江卷_OCR与考点.md,,pypdf,4
2008,数学,上海,老高考,2017,地方/区域卷,local,上海卷,done,../papers/2008/数学/上海/上海卷/2008_数学_上海卷_原卷.pdf,../papers/2008/数学/上海/上海卷/2008_数学_上海卷_OCR与考点.md,,pypdf,11
2008,数学,江苏,老高考,2021,地方/区域卷,local,江苏卷,done,../papers/2008/数学/江苏/江苏卷/2008_数学_江苏卷_原卷.pdf,../papers/2008/数学/江苏/江苏卷/2008_数学_江苏卷_OCR与考点.md,,pypdf,5
2008,数学,浙江,老高考,2017,地方/区域卷,local,浙江卷,done,../papers/2008/数学/浙江/浙江卷/2008_数学_浙江卷_原卷.pdf,../papers/2008/数学/浙江/浙江卷/2008_数学_浙江卷_OCR与考点.md,,pypdf,4
2008,数学,安徽,老高考,2024,,missing,,missing,,,,,
2008,数学,福建,老高考,2021,,missing,,missing,,,,,
2008,数学,江西,老高考,2024,地方/区域卷,local,江西卷,done,../papers/2008/数学/江西/江西卷/2008_数学_江西卷_原卷.pdf,../papers/2008/数学/江西/江西卷/2008_数学_江西卷_OCR与考点.md,,pypdf,4
2008,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,../papers/2008/数学/山东/山东卷/2008_数学_山东卷_原卷.pdf,../papers/2008/数学/山东/山东卷/2008_数学_山东卷_OCR与考点.md,,pypdf,5
2008,数学,河南,老高考,2025,全国卷,common,河南卷,done,../papers/2008/数学/全国/河南卷/2008_数学_河南卷_原卷.pdf,../papers/2008/数学/全国/河南卷/2008_数学_河南卷_OCR与考点.md,,pypdf,4
2008,数学,湖北,老高考,2021,,missing,,missing,,,,,
2008,数学,湖南,老高考,2021,地方/区域卷,local,湖南卷,done,../papers/2008/数学/湖南/湖南卷/2008_数学_湖南卷_原卷.pdf,../papers/2008/数学/湖南/湖南卷/2008_数学_湖南卷_OCR与考点.md,,pypdf,4
2008,数学,广东,老高考,2021,地方/区域卷,local,广东卷,done,../papers/2008/数学/广东/广东卷/2008_数学_广东卷_原卷.pdf,../papers/2008/数学/广东/广东卷/2008_数学_广东卷_OCR与考点.md,,pypdf,5
2008,数学,广西,老高考,2024,全国卷,common,广西卷,done,../papers/2008/数学/全国/广西卷/2008_数学_广西卷_原卷.pdf,../papers/2008/数学/全国/广西卷/2008_数学_广西卷_OCR与考点.md,,pypdf,4
2008,数学,海南,老高考,2020,全国卷,common,海南卷,done,../papers/2008/数学/全国/海南卷/2008_数学_海南卷_原卷.pdf,../papers/2008/数学/全国/海南卷/2008_数学_海南卷_OCR与考点.md,,pypdf,5
2008,数学,重庆,老高考,2021,,missing,,missing,,,,,
2008,数学,四川,老高考,2025,地方/区域卷,local,四川卷,done,../papers/2008/数学/四川/四川卷/2008_数学_四川卷_原卷.pdf,../papers/2008/数学/四川/四川卷/2008_数学_四川卷_OCR与考点.md,,pypdf,4
2008,数学,贵州,老高考,2024,全国卷,common,贵州卷,done,../papers/2008/数学/全国/贵州卷/2008_数学_贵州卷_原卷.pdf,../papers/2008/数学/全国/贵州卷/2008_数学_贵州卷_OCR与考点.md,,pypdf,4
2008,数学,云南,老高考,2025,全国卷,common,云南卷,done,../papers/2008/数学/全国/云南卷/2008_数学_云南卷_原卷.pdf,../papers/2008/数学/全国/云南卷/2008_数学_云南卷_OCR与考点.md,,pypdf,4
2008,数学,西藏,老高考,,全国卷,common,西藏卷,done,../papers/2008/数学/全国/西藏卷/2008_数学_西藏卷_原卷.pdf,../papers/2008/数学/全国/西藏卷/2008_数学_西藏卷_OCR与考点.md,,pypdf,4
2008,数学,陕西,老高考,2025,地方/区域卷,local,陕西卷,done,../papers/2008/数学/陕西/陕西卷/2008_数学_陕西卷_原卷.pdf,../papers/2008/数学/陕西/陕西卷/2008_数学_陕西卷_OCR与考点.md,,pypdf,4
2008,数学,甘肃,老高考,2024,全国卷,common,甘肃卷,done,../papers/2008/数学/全国/甘肃卷/2008_数学_甘肃卷_原卷.pdf,../papers/2008/数学/全国/甘肃卷/2008_数学_甘肃卷_OCR与考点.md,,pypdf,4
2008,数学,青海,老高考,2025,全国卷,common,青海卷,done,../papers/2008/数学/全国/青海卷/2008_数学_青海卷_原卷.pdf,../papers/2008/数学/全国/青海卷/2008_数学_青海卷_OCR与考点.md,,pypdf,4
2008,数学,宁夏,老高考,2025,全国卷,common,海南卷,done,../papers/2008/数学/全国/海南卷/2008_数学_海南卷_原卷.pdf,../papers/2008/数学/全国/海南卷/2008_数学_海南卷_OCR与考点.md,,pypdf,5
2008,数学,新疆,老高考,,全国卷,common,新疆卷,done,../papers/2008/数学/全国/新疆卷/2008_数学_新疆卷_原卷.pdf,../papers/2008/数学/全国/新疆卷/2008_数学_新疆卷_OCR与考点.md,,pypdf,4
2008,英语,北京,老高考,2020,地方/区域卷,local,北京卷,done,../papers/2008/英语/北京/北京卷/2008_英语_北京卷_原卷.pdf,../papers/2008/英语/北京/北京卷/2008_英语_北京卷_OCR与考点.md,../papers/2008/英语/北京/北京卷/2008_英语_北京卷_听力.mp3,pypdf,11
2008,英语,天津,老高考,2020,地方/区域卷,local,天津卷,done,../papers/2008/英语/天津/天津卷/2008_英语_天津卷_原卷.pdf,../papers/2008/英语/天津/天津卷/2008_英语_天津卷_OCR与考点.md,../papers/2008/英语/天津/天津卷/2008_英语_天津卷_听力.mp3,pypdf,11
2008,英语,河北,老高考,2021,全国卷,common,全国Ⅰ卷,done,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_听力.mp3,pypdf,15
2008,英语,山西,老高考,2025,全国卷,common,全国Ⅰ卷,done,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_听力.mp3,pypdf,15
2008,英语,内蒙古,老高考,2025,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,辽宁,老高考,2021,,missing,,missing,,,,,
2008,英语,吉林,老高考,2024,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,黑龙江,老高考,2024,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,上海,老高考,2017,地方/区域卷,local,上海卷,done,../papers/2008/英语/上海/上海卷/2008_英语_上海卷_原卷.pdf,../papers/2008/英语/上海/上海卷/2008_英语_上海卷_OCR与考点.md,../papers/2008/英语/上海/上海卷/2008_英语_上海卷_听力.mp3,pypdf,12
2008,英语,江苏,老高考,2021,地方/区域卷,local,江苏卷,done,../papers/2008/英语/江苏/江苏卷/2008_英语_江苏卷_原卷.pdf,../papers/2008/英语/江苏/江苏卷/2008_英语_江苏卷_OCR与考点.md,../papers/2008/英语/江苏/江苏卷/2008_英语_江苏卷_听力.mp3,pypdf,14
2008,英语,浙江,老高考,2017,地方/区域卷,local,浙江卷,done,../papers/2008/英语/浙江/浙江卷/2008_英语_浙江卷_原卷.pdf,../papers/2008/英语/浙江/浙江卷/2008_英语_浙江卷_OCR与考点.md,,pypdf,10
2008,英语,安徽,老高考,2024,,missing,,missing,,,,,
2008,英语,福建,老高考,2021,,missing,,missing,,,,,
2008,英语,江西,老高考,2024,,missing,,missing,,,,,
2008,英语,山东,老高考,2020,地方/区域卷,local,山东卷,done,../papers/2008/英语/山东/山东卷/2008_英语_山东卷_原卷.pdf,../papers/2008/英语/山东/山东卷/2008_英语_山东卷_OCR与考点.md,../papers/2008/英语/山东/山东卷/2008_英语_山东卷_听力.mp3,pypdf,10
2008,英语,河南,老高考,2025,全国卷,common,全国Ⅰ卷,done,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_听力.mp3,pypdf,15
2008,英语,湖北,老高考,2021,,missing,,missing,,,,,
2008,英语,湖南,老高考,2021,地方/区域卷,local,湖南卷,done,../papers/2008/英语/湖南/湖南卷/2008_英语_湖南卷_原卷.pdf,../papers/2008/英语/湖南/湖南卷/2008_英语_湖南卷_OCR与考点.md,../papers/2008/英语/湖南/湖南卷/2008_英语_湖南卷_听力.mp3,pypdf,13
2008,英语,广东,老高考,2021,地方/区域卷,local,广东卷,done,../papers/2008/英语/广东/广东卷/2008_英语_广东卷_原卷.pdf,../papers/2008/英语/广东/广东卷/2008_英语_广东卷_OCR与考点.md,,pypdf,8
2008,英语,广西,老高考,2024,全国卷,common,全国Ⅰ卷,done,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅰ卷/2008_英语_全国Ⅰ卷_听力.mp3,pypdf,15
2008,英语,海南,老高考,2020,地方/区域卷,local,海南卷,done,../papers/2008/英语/海南/海南卷/2008_英语_海南卷_原卷.pdf,../papers/2008/英语/海南/海南卷/2008_英语_海南卷_OCR与考点.md,../papers/2008/英语/海南/海南卷/2008_英语_海南卷_听力.mp3,pypdf,15
2008,英语,重庆,老高考,2021,,missing,,missing,,,,,
2008,英语,四川,老高考,2025,地方/区域卷,local,四川卷,done,../papers/2008/英语/四川/四川卷/2008_英语_四川卷_原卷.pdf,../papers/2008/英语/四川/四川卷/2008_英语_四川卷_OCR与考点.md,,pypdf,7
2008,英语,贵州,老高考,2024,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,云南,老高考,2025,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,西藏,老高考,,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,陕西,老高考,2025,地方/区域卷,local,陕西卷,done,../papers/2008/英语/陕西/陕西卷/2008_英语_陕西卷_原卷.pdf,../papers/2008/英语/陕西/陕西卷/2008_英语_陕西卷_OCR与考点.md,,pypdf,10
2008,英语,甘肃,老高考,2024,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,青海,老高考,2025,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,英语,宁夏,老高考,2025,地方/区域卷,local,海南卷,done,../papers/2008/英语/宁夏/海南卷/2008_英语_宁夏海南卷_原卷.pdf,../papers/2008/英语/宁夏/海南卷/2008_英语_宁夏海南卷_OCR与考点.md,../papers/2008/英语/宁夏/海南卷/2008_英语_宁夏海南卷_听力.mp3,pypdf,15
2008,英语,新疆,老高考,,全国卷,common,全国Ⅱ卷,done,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_原卷.pdf,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_OCR与考点.md,../papers/2008/英语/全国/全国Ⅱ卷/2008_英语_全国Ⅱ卷_听力.mp3,pypdf,17
2008,物理,北京,老高考,2020,地方/区域卷,local,北京卷,done,../papers/2008/物理/北京/北京理综/2008_物理_北京理综_原卷.pdf,../papers/2008/物理/北京/北京理综/2008_物理_北京理综_OCR与考点.md,,pypdf,7
2008,物理,天津,老高考,2020,地方/区域卷,local,天津卷,done,../papers/2008/物理/天津/天津理综/2008_物理_天津理综_原卷.pdf,../papers/2008/物理/天津/天津理综/2008_物理_天津理综_OCR与考点.md,,pypdf,5
2008,物理,河北,老高考,2021,全国卷,common,河北卷,done,../papers/2008/物理/全国/河北理综/2008_物理_河北理综_原卷.pdf,../papers/2008/物理/全国/河北理综/2008_物理_河北理综_OCR与考点.md,,pypdf,5
2008,物理,山西,老高考,2025,全国卷,common,山西卷,done,../papers/2008/物理/全国/山西理综/2008_物理_山西理综_原卷.pdf,../papers/2008/物理/全国/山西理综/2008_物理_山西理综_OCR与考点.md,,pypdf,5
2008,物理,内蒙古,老高考,2025,全国卷,common,内蒙古卷,done,../papers/2008/物理/全国/内蒙古理综/2008_物理_内蒙古理综_原卷.pdf,../papers/2008/物理/全国/内蒙古理综/2008_物理_内蒙古理综_OCR与考点.md,,pypdf,5
2008,物理,辽宁,老高考,2021,,missing,,missing,,,,,
2008,物理,吉林,老高考,2024,全国卷,common,吉林卷,done,../papers/2008/物理/全国/吉林理综/2008_物理_吉林理综_原卷.pdf,../papers/2008/物理/全国/吉林理综/2008_物理_吉林理综_OCR与考点.md,,pypdf,5
2008,物理,黑龙江,老高考,2024,全国卷,common,黑龙江卷,done,../papers/2008/物理/全国/黑龙江理综/2008_物理_黑龙江理综_原卷.pdf,../papers/2008/物理/全国/黑龙江理综/2008_物理_黑龙江理综_OCR与考点.md,,pypdf,5
2008,物理,上海,老高考,2017,地方/区域卷,local,上海卷,done,../papers/2008/物理/上海/上海理综/2008_物理_上海理综_原卷.pdf,../papers/2008/物理/上海/上海理综/2008_物理_上海理综_OCR与考点.md,,pypdf,12
2008,物理,江苏,老高考,2021,地方/区域卷,local,江苏卷,done,../papers/2008/物理/江苏/江苏理综/2008_物理_江苏理综_原卷.pdf,../papers/2008/物理/江苏/江苏理综/2008_物理_江苏理综_OCR与考点.md,,pypdf,8
2008,物理,浙江,老高考,2017,地方/区域卷,local,浙江卷,done,../papers/2008/物理/浙江/浙江理综/2008_物理_浙江理综_原卷.pdf,../papers/2008/物理/浙江/浙江理综/2008_物理_浙江理综_OCR与考点.md,,pypdf,5
2008,物理,安徽,老高考,2024,,missing,,missing,,,,,
2008,物理,福建,老高考,2021,,missing,,missing,,,,,
2008,物理,江西,老高考,2024,全国卷,common,江西卷,done,../papers/2008/物理/全国/江西理综/2008_物理_江西理综_原卷.pdf,../papers/2008/物理/全国/江西理综/2008_物理_江西理综_OCR与考点.md,,pypdf,5
2008,物理,山东,老高考,2020,地方/区域卷,local,山东卷,done,../papers/2008/物理/山东/山东理综/2008_物理_山东理综_原卷.pdf,../papers/2008/物理/山东/山东理综/2008_物理_山东理综_OCR与考点.md,,pypdf,8
2008,物理,河南,老高考,2025,全国卷,common,河南卷,done,../papers/2008/物理/全国/河南理综/2008_物理_河南理综_原卷.pdf,../papers/2008/物理/全国/河南理综/2008_物理_河南理综_OCR与考点.md,,pypdf,5
2008,物理,湖北,老高考,2021,全国卷,common,湖北卷,done,../papers/2008/物理/全国/湖北理综/2008_物理_湖北理综_原卷.pdf,../papers/2008/物理/全国/湖北理综/2008_物理_湖北理综_OCR与考点.md,,pypdf,5
2008,物理,湖南,老高考,2021,全国卷,common,湖南卷,done,../papers/2008/物理/全国/湖南理综/2008_物理_湖南理综_原卷.pdf,../papers/2008/物理/全国/湖南理综/2008_物理_湖南理综_OCR与考点.md,,pypdf,5
2008,物理,广东,老高考,2021,地方/区域卷,local,广东卷,done,../papers/2008/物理/广东/广东理综/2008_物理_广东理综_原卷.pdf,../papers/2008/物理/广东/广东理综/2008_物理_广东理综_OCR与考点.md,,pypdf,8
2008,物理,广西,老高考,2024,全国卷,common,广西卷,done,../papers/2008/物理/全国/广西理综/2008_物理_广西理综_原卷.pdf,../papers/2008/物理/全国/广西理综/2008_物理_广西理综_OCR与考点.md,,pypdf,5
2008,物理,海南,老高考,2020,地方/区域卷,local,海南卷,done,../papers/2008/物理/海南/海南理综/2008_物理_海南理综_原卷.pdf,../papers/2008/物理/海南/海南理综/2008_物理_海南理综_OCR与考点.md,,pypdf,6
2008,物理,重庆,老高考,2021,,missing,,missing,,,,,
2008,物理,四川,老高考,2025,地方/区域卷,local,四川卷,done,../papers/2008/物理/四川/四川理综/2008_物理_四川理综_原卷.pdf,../papers/2008/物理/四川/四川理综/2008_物理_四川理综_OCR与考点.md,,pypdf,4
2008,物理,贵州,老高考,2024,全国卷,common,贵州卷,done,../papers/2008/物理/全国/贵州理综/2008_物理_贵州理综_原卷.pdf,../papers/2008/物理/全国/贵州理综/2008_物理_贵州理综_OCR与考点.md,,pypdf,5
2008,物理,云南,老高考,2025,全国卷,common,云南卷,done,../papers/2008/物理/全国/云南理综/2008_物理_云南理综_原卷.pdf,../papers/2008/物理/全国/云南理综/2008_物理_云南理综_OCR与考点.md,,pypdf,5
2008,物理,西藏,老高考,,全国卷,common,西藏卷,done,../papers/2008/物理/全国/西藏理综/2008_物理_西藏理综_原卷.pdf,../papers/2008/物理/全国/西藏理综/2008_物理_西藏理综_OCR与考点.md,,pypdf,5
2008,物理,陕西,老高考,2025,全国卷,common,陕西卷,done,../papers/2008/物理/全国/陕西理综/2008_物理_陕西理综_原卷.pdf,../papers/2008/物理/全国/陕西理综/2008_物理_陕西理综_OCR与考点.md,,pypdf,5
2008,物理,甘肃,老高考,2024,全国卷,common,甘肃卷,done,../papers/2008/物理/全国/甘肃理综/2008_物理_甘肃理综_原卷.pdf,../papers/2008/物理/全国/甘肃理综/2008_物理_甘肃理综_OCR与考点.md,,pypdf,5
2008,物理,青海,老高考,2025,全国卷,common,青海卷,done,../papers/2008/物理/全国/青海理综/2008_物理_青海理综_原卷.pdf,../papers/2008/物理/全国/青海理综/2008_物理_青海理综_OCR与考点.md,,pypdf,5
2008,物理,宁夏,老高考,2025,,missing,,missing,,,,,
2008,物理,新疆,老高考,,全国卷,common,新疆卷,done,../papers/2008/物理/全国/新疆理综/2008_物理_新疆理综_原卷.pdf,../papers/2008/物理/全国/新疆理综/2008_物理_新疆理综_OCR与考点.md,,pypdf,5
2008,化学,北京,老高考,2020,地方/区域卷,local,北京卷,done,../papers/2008/化学/北京/北京理综/2008_化学_北京理综_原卷.pdf,../papers/2008/化学/北京/北京理综/2008_化学_北京理综_OCR与考点.md,,pypdf,5
2008,化学,天津,老高考,2020,地方/区域卷,local,天津卷,done,../papers/2008/化学/天津/天津理综/2008_化学_天津理综_原卷.pdf,../papers/2008/化学/天津/天津理综/2008_化学_天津理综_OCR与考点.md,,pypdf,4
2008,化学,河北,老高考,2021,全国卷,common,河北卷,done,../papers/2008/化学/全国/河北理综/2008_化学_河北理综_原卷.pdf,../papers/2008/化学/全国/河北理综/2008_化学_河北理综_OCR与考点.md,,pypdf,4
2008,化学,山西,老高考,2025,全国卷,common,山西卷,done,../papers/2008/化学/全国/山西理综/2008_化学_山西理综_原卷.pdf,../papers/2008/化学/全国/山西理综/2008_化学_山西理综_OCR与考点.md,,pypdf,4
