年份,科目,地区,高考模式,改革起始年,卷别性质,范围,卷型,状态,试卷路径,Markdown路径,听力路径,OCR方式,识别页数
2009,生物,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2009/生物/山东/山东理综/2009_生物_山东理综_原卷.pdf),[打开Markdown](../../papers/2009/生物/山东/山东理综/2009_生物_山东理综_OCR与考点.md),,pypdf,5
2009,政治,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2009/政治/山东/山东文综/2009_政治_山东文综_原卷.pdf),[打开Markdown](../../papers/2009/政治/山东/山东文综/2009_政治_山东文综_OCR与考点.md),,pypdf,5
2009,历史,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2009/历史/山东/山东文综/2009_历史_山东文综_原卷.pdf),[打开Markdown](../../papers/2009/历史/山东/山东文综/2009_历史_山东文综_OCR与考点.md),,pypdf,5
2009,地理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2009/地理/山东/山东文综/2009_地理_山东文综_原卷.pdf),[打开Markdown](../../papers/2009/地理/山东/山东文综/2009_地理_山东文综_OCR与考点.md),,pypdf,8
2010,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2010/语文/山东/山东卷/2010_语文_山东卷_原卷.pdf),,,,
2010,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/数学/山东/山东卷/2010_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2010/数学/山东/山东卷/2010_数学_山东卷_OCR与考点.md),,pypdf,5
2010,英语,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/英语/山东/山东卷/2010_英语_山东卷_原卷.pdf),[打开Markdown](../../papers/2010/英语/山东/山东卷/2010_英语_山东卷_OCR与考点.md),[打开听力](../../papers/2010/英语/山东/山东卷/2010_英语_山东卷_听力.mp3),pypdf,16
2010,物理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/物理/山东/山东理综/2010_物理_山东理综_原卷.pdf),[打开Markdown](../../papers/2010/物理/山东/山东理综/2010_物理_山东理综_OCR与考点.md),,pypdf,7
2010,化学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/化学/山东/山东理综/2010_化学_山东理综_原卷.pdf),[打开Markdown](../../papers/2010/化学/山东/山东理综/2010_化学_山东理综_OCR与考点.md),,pypdf,5
2010,生物,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/生物/山东/山东理综/2010_生物_山东理综_原卷.pdf),[打开Markdown](../../papers/2010/生物/山东/山东理综/2010_生物_山东理综_OCR与考点.md),,pypdf,5
2010,政治,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/政治/山东/山东文综/2010_政治_山东文综_原卷.pdf),[打开Markdown](../../papers/2010/政治/山东/山东文综/2010_政治_山东文综_OCR与考点.md),,pypdf,4
2010,历史,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/历史/山东/山东文综/2010_历史_山东文综_原卷.pdf),[打开Markdown](../../papers/2010/历史/山东/山东文综/2010_历史_山东文综_OCR与考点.md),,pypdf,6
2010,地理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2010/地理/山东/山东文综/2010_地理_山东文综_原卷.pdf),[打开Markdown](../../papers/2010/地理/山东/山东文综/2010_地理_山东文综_OCR与考点.md),,pypdf,9
2011,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2011/语文/山东/山东卷/2011_语文_山东卷_原卷.pdf),,,,
2011,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/数学/山东/山东卷/2011_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2011/数学/山东/山东卷/2011_数学_山东卷_OCR与考点.md),,pypdf,8
2011,英语,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/英语/山东/山东卷/2011_英语_山东卷_原卷.pdf),[打开Markdown](../../papers/2011/英语/山东/山东卷/2011_英语_山东卷_OCR与考点.md),[打开听力](../../papers/2011/英语/山东/山东卷/2011_英语_山东卷_听力.mp3),pypdf,14
2011,物理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/物理/山东/山东理综/2011_物理_山东理综_原卷.pdf),[打开Markdown](../../papers/2011/物理/山东/山东理综/2011_物理_山东理综_OCR与考点.md),,pypdf,6
2011,化学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/化学/山东/山东理综/2011_化学_山东理综_原卷.pdf),[打开Markdown](../../papers/2011/化学/山东/山东理综/2011_化学_山东理综_OCR与考点.md),,pypdf,4
2011,生物,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/生物/山东/山东理综/2011_生物_山东理综_原卷.pdf),[打开Markdown](../../papers/2011/生物/山东/山东理综/2011_生物_山东理综_OCR与考点.md),,pypdf,5
2011,政治,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/政治/山东/山东文综/2011_政治_山东文综_原卷.pdf),[打开Markdown](../../papers/2011/政治/山东/山东文综/2011_政治_山东文综_OCR与考点.md),,pypdf,3
2011,历史,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/历史/山东/山东文综/2011_历史_山东文综_原卷.pdf),[打开Markdown](../../papers/2011/历史/山东/山东文综/2011_历史_山东文综_OCR与考点.md),,pypdf,6
2011,地理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2011/地理/山东/山东文综/2011_地理_山东文综_原卷.pdf),[打开Markdown](../../papers/2011/地理/山东/山东文综/2011_地理_山东文综_OCR与考点.md),,pypdf,6
2012,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2012/语文/山东/山东卷/2012_语文_山东卷_原卷.pdf),,,,
2012,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/数学/山东/山东卷/2012_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2012/数学/山东/山东卷/2012_数学_山东卷_OCR与考点.md),,pypdf,4
2012,英语,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/英语/山东/山东卷/2012_英语_山东卷_原卷.pdf),[打开Markdown](../../papers/2012/英语/山东/山东卷/2012_英语_山东卷_OCR与考点.md),[打开听力](../../papers/2012/英语/山东/山东卷/2012_英语_山东卷_听力.mp3),pypdf,12
2012,物理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/物理/山东/山东理综/2012_物理_山东理综_原卷.pdf),[打开Markdown](../../papers/2012/物理/山东/山东理综/2012_物理_山东理综_OCR与考点.md),,pypdf,8
2012,化学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/化学/山东/山东理综/2012_化学_山东理综_原卷.pdf),[打开Markdown](../../papers/2012/化学/山东/山东理综/2012_化学_山东理综_OCR与考点.md),,pypdf,4
2012,生物,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/生物/山东/山东理综/2012_生物_山东理综_原卷.pdf),[打开Markdown](../../papers/2012/生物/山东/山东理综/2012_生物_山东理综_OCR与考点.md),,pypdf,6
2012,政治,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/政治/山东/山东文综/2012_政治_山东文综_原卷.pdf),[打开Markdown](../../papers/2012/政治/山东/山东文综/2012_政治_山东文综_OCR与考点.md),,pypdf,5
2012,历史,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/历史/山东/山东文综/2012_历史_山东文综_原卷.pdf),[打开Markdown](../../papers/2012/历史/山东/山东文综/2012_历史_山东文综_OCR与考点.md),,pypdf,5
2012,地理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2012/地理/山东/山东文综/2012_地理_山东文综_原卷.pdf),[打开Markdown](../../papers/2012/地理/山东/山东文综/2012_地理_山东文综_OCR与考点.md),,pypdf,6
2013,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2013/语文/山东/山东卷/2013_语文_山东卷_原卷.pdf),,,,
2013,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/数学/山东/山东卷/2013_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2013/数学/山东/山东卷/2013_数学_山东卷_OCR与考点.md),,pypdf,4
2013,英语,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/英语/山东/山东卷/2013_英语_山东卷_原卷.pdf),[打开Markdown](../../papers/2013/英语/山东/山东卷/2013_英语_山东卷_OCR与考点.md),[打开听力](../../papers/2013/英语/山东/山东卷/2013_英语_山东卷_听力.mp3),pypdf,9
2013,物理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/物理/山东/山东理综/2013_物理_山东理综_原卷.pdf),[打开Markdown](../../papers/2013/物理/山东/山东理综/2013_物理_山东理综_OCR与考点.md),,pypdf,7
2013,化学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/化学/山东/山东理综/2013_化学_山东理综_原卷.pdf),[打开Markdown](../../papers/2013/化学/山东/山东理综/2013_化学_山东理综_OCR与考点.md),,pypdf,6
2013,生物,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/生物/山东/山东理综/2013_生物_山东理综_原卷.pdf),[打开Markdown](../../papers/2013/生物/山东/山东理综/2013_生物_山东理综_OCR与考点.md),,pypdf,5
2013,政治,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/政治/山东/山东文综/2013_政治_山东文综_原卷.pdf),[打开Markdown](../../papers/2013/政治/山东/山东文综/2013_政治_山东文综_OCR与考点.md),,pypdf,4
2013,历史,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/历史/山东/山东文综/2013_历史_山东文综_原卷.pdf),[打开Markdown](../../papers/2013/历史/山东/山东文综/2013_历史_山东文综_OCR与考点.md),,pypdf,6
2013,地理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2013/地理/山东/山东文综/2013_地理_山东文综_原卷.pdf),[打开Markdown](../../papers/2013/地理/山东/山东文综/2013_地理_山东文综_OCR与考点.md),,pypdf,6
2014,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2014/语文/山东/山东卷/2014_语文_山东卷_原卷.pdf),,,,
2014,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/数学/山东/山东卷/2014_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2014/数学/山东/山东卷/2014_数学_山东卷_OCR与考点.md),,pypdf,3
2014,英语,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/英语/山东/山东卷/2014_英语_山东卷_原卷.pdf),[打开Markdown](../../papers/2014/英语/山东/山东卷/2014_英语_山东卷_OCR与考点.md),,pypdf,11
2014,物理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/物理/山东/山东理综/2014_物理_山东理综_原卷.pdf),[打开Markdown](../../papers/2014/物理/山东/山东理综/2014_物理_山东理综_OCR与考点.md),,pypdf,9
2014,化学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/化学/山东/山东理综/2014_化学_山东理综_原卷.pdf),[打开Markdown](../../papers/2014/化学/山东/山东理综/2014_化学_山东理综_OCR与考点.md),,pypdf,6
2014,生物,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/生物/山东/山东理综/2014_生物_山东理综_原卷.pdf),[打开Markdown](../../papers/2014/生物/山东/山东理综/2014_生物_山东理综_OCR与考点.md),,pypdf,5
2014,政治,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/政治/山东/山东文综/2014_政治_山东文综_原卷.pdf),[打开Markdown](../../papers/2014/政治/山东/山东文综/2014_政治_山东文综_OCR与考点.md),,pypdf,5
2014,历史,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/历史/山东/山东文综/2014_历史_山东文综_原卷.pdf),[打开Markdown](../../papers/2014/历史/山东/山东文综/2014_历史_山东文综_OCR与考点.md),,pypdf,5
2014,地理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2014/地理/山东/山东文综/2014_地理_山东文综_原卷.pdf),[打开Markdown](../../papers/2014/地理/山东/山东文综/2014_地理_山东文综_OCR与考点.md),,pypdf,5
2015,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2015/语文/山东/山东卷/2015_语文_山东卷_原卷.pdf),,,,
2015,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2015/数学/山东/山东卷/2015_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2015/数学/山东/山东卷/2015_数学_山东卷_OCR与考点.md),,pypdf,6
2015,英语,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2015/英语/全国/新课标全国Ⅰ卷/2015_英语_新课标全国Ⅰ卷_原卷.pdf),[打开Markdown](../../papers/2015/英语/全国/新课标全国Ⅰ卷/2015_英语_新课标全国Ⅰ卷_OCR与考点.md),[打开听力](../../papers/2015/英语/全国/新课标全国Ⅰ卷/2015_英语_新课标全国Ⅰ卷_听力.mp3),pypdf,13
2015,物理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2015/物理/山东/山东理综/2015_物理_山东理综_原卷.pdf),[打开Markdown](../../papers/2015/物理/山东/山东理综/2015_物理_山东理综_OCR与考点.md),,pypdf,7
2015,化学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2015/化学/山东/山东理综/2015_化学_山东理综_原卷.pdf),[打开Markdown](../../papers/2015/化学/山东/山东理综/2015_化学_山东理综_OCR与考点.md),,pypdf,6
2015,生物,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2015/生物/山东/山东理综/2015_生物_山东理综_原卷.pdf),[打开Markdown](../../papers/2015/生物/山东/山东理综/2015_生物_山东理综_OCR与考点.md),,pypdf,5
2015,政治,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2015/政治/山东/山东文综/2015_政治_山东文综_原卷.pdf),[打开Markdown](../../papers/2015/政治/山东/山东文综/2015_政治_山东文综_OCR与考点.md),,pypdf,4
2015,历史,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2015/历史/山东/山东文综/2015_历史_山东文综_原卷.pdf),[打开Markdown](../../papers/2015/历史/山东/山东文综/2015_历史_山东文综_OCR与考点.md),,pypdf,6
2015,地理,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2015/地理/山东/山东文综/2015_地理_山东文综_原卷.pdf),[打开Markdown](../../papers/2015/地理/山东/山东文综/2015_地理_山东文综_OCR与考点.md),,pypdf,8
2016,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2016/语文/山东/山东卷/2016_语文_山东卷_原卷.pdf),,,,
2016,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2016/数学/山东/山东卷/2016_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2016/数学/山东/山东卷/2016_数学_山东卷_OCR与考点.md),,pypdf,7
2016,英语,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2016/英语/全国/新课标全国Ⅰ卷/2016_英语_新课标全国Ⅰ卷_原卷.pdf),[打开Markdown](../../papers/2016/英语/全国/新课标全国Ⅰ卷/2016_英语_新课标全国Ⅰ卷_OCR与考点.md),[打开听力](../../papers/2016/英语/全国/新课标全国Ⅰ卷/2016_英语_新课标全国Ⅰ卷_听力.mp3),pypdf,12
2016,物理,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2016/物理/全国/新课标全国Ⅰ卷理综/2016_物理_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2016/物理/全国/新课标全国Ⅰ卷理综/2016_物理_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,9
2016,化学,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2016/化学/全国/新课标全国Ⅰ卷理综/2016_化学_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2016/化学/全国/新课标全国Ⅰ卷理综/2016_化学_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,9
2016,生物,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2016/生物/全国/新课标全国Ⅰ卷理综/2016_生物_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2016/生物/全国/新课标全国Ⅰ卷理综/2016_生物_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,6
2016,政治,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2016/政治/全国/新课标全国Ⅰ卷文综/2016_政治_新课标全国Ⅰ卷文综_原卷.pdf),[打开Markdown](../../papers/2016/政治/全国/新课标全国Ⅰ卷文综/2016_政治_新课标全国Ⅰ卷文综_OCR与考点.md),,pypdf,7
2016,历史,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2016/历史/全国/新课标全国Ⅰ卷文综/2016_历史_新课标全国Ⅰ卷文综_原卷.pdf),[打开Markdown](../../papers/2016/历史/全国/新课标全国Ⅰ卷文综/2016_历史_新课标全国Ⅰ卷文综_OCR与考点.md),,pypdf,9
2016,地理,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2016/地理/全国/新课标全国Ⅰ卷文综/2016_地理_新课标全国Ⅰ卷文综_原卷.pdf),[打开Markdown](../../papers/2016/地理/全国/新课标全国Ⅰ卷文综/2016_地理_新课标全国Ⅰ卷文综_OCR与考点.md),,pypdf,8
2017,语文,山东,老高考,2020,地方/区域卷,local,山东卷,pdf_only,[打开试卷](../../papers/2017/语文/山东/山东卷/2017_语文_山东卷_原卷.pdf),,,,
2017,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,[打开试卷](../../papers/2017/数学/山东/山东卷/2017_数学_山东卷_原卷.pdf),[打开Markdown](../../papers/2017/数学/山东/山东卷/2017_数学_山东卷_OCR与考点.md),,pypdf,5
2017,英语,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2017/英语/全国/新课标全国Ⅰ卷/2017_英语_新课标全国Ⅰ卷_原卷.pdf),[打开Markdown](../../papers/2017/英语/全国/新课标全国Ⅰ卷/2017_英语_新课标全国Ⅰ卷_OCR与考点.md),[打开听力](../../papers/2017/英语/全国/新课标全国Ⅰ卷/2017_英语_新课标全国Ⅰ卷_听力.mp3),pypdf,13
2017,物理,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2017/物理/全国/新课标全国Ⅰ卷理综/2017_物理_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2017/物理/全国/新课标全国Ⅰ卷理综/2017_物理_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,9
2017,化学,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2017/化学/全国/新课标全国Ⅰ卷理综/2017_化学_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2017/化学/全国/新课标全国Ⅰ卷理综/2017_化学_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,8
2017,生物,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2017/生物/全国/新课标全国Ⅰ卷理综/2017_生物_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2017/生物/全国/新课标全国Ⅰ卷理综/2017_生物_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,6
2017,政治,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2017/政治/全国/新课标全国Ⅰ卷文综/2017_政治_新课标全国Ⅰ卷文综_原卷.pdf),[打开Markdown](../../papers/2017/政治/全国/新课标全国Ⅰ卷文综/2017_政治_新课标全国Ⅰ卷文综_OCR与考点.md),,pypdf,7
2017,历史,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2017/历史/全国/新课标全国Ⅰ卷文综/2017_历史_新课标全国Ⅰ卷文综_原卷.pdf),[打开Markdown](../../papers/2017/历史/全国/新课标全国Ⅰ卷文综/2017_历史_新课标全国Ⅰ卷文综_OCR与考点.md),,pypdf,10
2017,地理,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2017/地理/全国/新课标全国Ⅰ卷文综/2017_地理_新课标全国Ⅰ卷文综_原卷.pdf),[打开Markdown](../../papers/2017/地理/全国/新课标全国Ⅰ卷文综/2017_地理_新课标全国Ⅰ卷文综_OCR与考点.md),,pypdf,7
2018,语文,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,pdf_only,[打开试卷](../../papers/2018/语文/全国/新课标全国Ⅰ卷/2018_语文_新课标全国Ⅰ卷_原卷.pdf),,,,
2018,数学,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2018/数学/全国/新课标全国Ⅰ卷/2018_数学_新课标全国Ⅰ卷_原卷.pdf),[打开Markdown](../../papers/2018/数学/全国/新课标全国Ⅰ卷/2018_数学_新课标全国Ⅰ卷_OCR与考点.md),,pypdf,6
2018,英语,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2018/英语/全国/新课标全国Ⅰ卷/2018_英语_新课标全国Ⅰ卷_原卷.pdf),[打开Markdown](../../papers/2018/英语/全国/新课标全国Ⅰ卷/2018_英语_新课标全国Ⅰ卷_OCR与考点.md),[打开听力](../../papers/2018/英语/全国/新课标全国Ⅰ卷/2018_英语_新课标全国Ⅰ卷_听力.mp3),pypdf,13
2018,物理,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2018/物理/全国/新课标全国Ⅰ卷理综/2018_物理_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2018/物理/全国/新课标全国Ⅰ卷理综/2018_物理_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,9
2018,化学,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2018/化学/全国/新课标全国Ⅰ卷理综/2018_化学_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2018/化学/全国/新课标全国Ⅰ卷理综/2018_化学_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,8
2018,生物,山东,老高考,2020,全国卷,common,新课标全国Ⅰ卷,done,[打开试卷](../../papers/2018/生物/全国/新课标全国Ⅰ卷理综/2018_生物_新课标全国Ⅰ卷理综_原卷.pdf),[打开Markdown](../../papers/2018/生物/全国/新课标全国Ⅰ卷理综/2018_生物_新课标全国Ⅰ卷理综_OCR与考点.md),,pypdf,6
